Rating,size,ownership,industry,sector,revenue,avg_salary,company_text,state,age,sql,python,java,sas,matlab,javascript,c++,scala,hadoop,spark,hive,deep_learning,nlp,cv,tensorflow,pytorch,keras,title_simple,seniority,description
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
3.0,10000+,Subsidiary or Business Segment,others,others,$10+ billion,84.5,Spectrum,MO,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,data scientist,others,3921
3.8,1001 to 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million,70.0,Children's Hospital of Philadelphia,PA,165,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,others,3964
3.9,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,91.5,LOCKHEED MARTIN CORPORATION,CT,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3398
4.3,51 to 200,Company - Private,Advertising & Marketing,Business Services,$50 to $100 million,92.0,Strike Social,IL,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3667
3.8,1001 to 5000,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million,104.5,Mission Essential,DC,16,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,data scientist,others,2429
2.8,201 to 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,107.0,"Immunomedics, Inc.",NJ,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,1454
3.7,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,116.0,PACT Pharma,CA,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3458
4.6,5001 to 10000,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion,116.5,Johns Hopkins Applied Physics Laboratory (APL),MD,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4721
5.0,1 to 50,Company - Private,others,others,Less than $1 million,92.0,iconvergence,WA,-1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,others,1528
3.9,Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,158.0,CIA,CA,73,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,data scientist,others,5340
4.0,10000+,Company - Public,Banks & Credit Unions,Finance,$10+ billion,122.5,Capital One,IL,26,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,data engineer,others,3183
3.6,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion,88.0,Leidos,MD,51,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,data scientist,others,3815
3.5,51 to 200,Company - Private,others,Business Services,Unknown / Non-Applicable,94.0,The GBS Group,PA,15,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,data scientist,others,4396
3.8,51 to 200,Company - Private,Internet,Information Technology,$25 to $50 million,130.0,Eaze,CA,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3634
4.1,501 to 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million,101.5,LLamasoft,MI,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,3593
3.6,10000+,Company - Public,IT Services,Information Technology,$2 to $5 billion,91.5,Genpact,NY,23,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,others,3197
4.2,10000+,other,others,Education,$2 to $5 billion,70.0,University of Utah,UT,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,1697
4.2,10000+,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion,120.0,Apple,TX,44,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,data scientist,others,4360
3.9,10000+,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion,168.0,Boehringer Ingelheim,CT,135,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,6541
4.4,201 to 500,Nonprofit Organization,Publishing,Media,$100 to $500 million,115.5,Harvard University,MA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,659
3.5,5001 to 10000,Company - Public,others,Retail,$500 million to $1 billion,196.5,Stitch Fix,CA,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,others,4271
4.6,51 to 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million,165.5,Recursion Pharmaceuticals,CA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,senior,4885
3.7,10000+,Company - Public,others,others,$10+ billion,115.5,The Home Depot,TX,42,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,data scientist,others,3015
3.5,201 to 500,Company - Private,Publishing,Media,Unknown / Non-Applicable,101.0,Forbes Media,NJ,103,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,data scientist,others,4454
3.8,10000+,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion,101.5,"JPMorgan Chase Bank, N.A.",IL,221,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,data scientist,others,7170
